Date,Daytime,Era,Event,Tour,Description,Top,Country,City,Venue,Type,Supported By,Supporting,Setlist.fm,Discussion
21.05.2011,,Blue Sky Archives EP,,,,,UK,Glasgow,Captain’s Rest
21.06.2012,,The Bones of What You Believe,,Shark Week,VIC GALLOWAY PRESENTS…,Top,UK,Edinburgh,Electric Circus,Opener,,"Discopolis, Dead Boy Robotics, Die Hard",https://www.setlist.fm/setlist/chvrches/2012/electric-circus-edinburgh-scotland-73885edd.html,"Acording to https://web.archive.org/web/20120602082745/http://www.theelectriccircus.biz/live-music/ the show is titled ""VIC GALLOWAY PRESENTS…DISCOPOLIS,DEAD BOY ROBOTICS,DIE HARD & SHARK WEEK
Thursday 21st JUN (£4.00)
VIC GALLOWAY PRESENTS…DISCOPOLIS,DEAD BOY ROBOTICS,DIE HARD & SHARK WEEK
MORE INFO
14.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,Meadow Brook Music Festival,,USA,"Rochester Hills, MI",Laneway Festival 2013,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2013/meadow-brook-music-festival-rochester-hills-mi-3bc7b068.html
15.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,Canada,"Toronto, Ontario",Danforth Music Hall,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/danforth-music-hall-toronto-on-canada-43c7b73f.html
16.09.2013,,The Bones,,North American Tour - September/November 2013 - Announced 21.6.2013,,,Canada,"Toronto, Ontario",The Edge's Sugar Beach studio ,Radio / TV
17.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,USA,"Boston, MA ",House of Blues,Headline Show,XXYYXX,,https://www.setlist.fm/setlist/chvrches/2013/house-of-blues-boston-ma-13c7a985.html
18.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,USA,"Philadelphia, PA",Union Transfer,Headline Show,XXYYXX,,https://www.setlist.fm/setlist/chvrches/2013/union-transfer-philadelphia-pa-73cf1e21.html
19.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,USA,"New York, NY",WFUV Public Radio,Radio / TV
20.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,USA,"New York, NY",The Studio at Webster Hall,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/webster-hall-the-studio-new-york-ny-2bc79806.html
21.09.2013,,The Bones of What You Believe,,Virgin FreeFest 2013 - Announced 30.7.2013,Merriweather Post Pavilion,,USA,"Columbia, MD",Virgin Festival 2013,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2013/merriweather-post-pavilion-columbia-md-73c7965d.html
22.09.2013,,The Bones of What You Believe,,North American Tour - September/November 2013 - Announced 21.6.2013,,,USA,"New York, NY",Terminal 5,Headline Show,XXYYXX,,https://www.setlist.fm/setlist/chvrches/2013/terminal-5-new-york-ny-bc78d6e.html
24.09.2013,,The Bones of What You Believe,,The Bones Of What You Believe - Release Shows,,,UK,Maidstone,Later with Jools Holland,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/later-with-jools-holland-maidstone-england-2bc704c2.html
26.09.2013,,The Bones of What You Believe,,The Bones Of What You Believe - Release Shows,,,UK,London,Jo Whiley Music Show Sessions,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/jo-whiley-music-show-sessions-london-england-4b896f7e.html
27.09.2013,Late,The Bones of What You Believe,,The Bones Of What You Believe - Release Shows,Album Launch Party,,UK,London,Boiler Room,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/boiler-room-london-england-33b81cb5.html
27.09.2013,Early,The Bones of What You Believe,,The Bones Of What You Believe - Release Shows,4pm radio session,,UK,London,XFM Radio Studios,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/xfm-radio-studios-london-england-bc0993a.html
03.10.2013,,The Bones of What You Believe,,Billboard Studios 2013,,,USA,"New York, NY",Billboard Studios,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/billboard-studios-new-york-ny-6ba37a7a.html
09.10.2013,,The Bones of What You Believe,,ZDF Bauhaus 2013 (PopAround@Bauhaus Folge 54),,,Germany,Dessau,Bauhaus,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/bauhaus-dessau-germany-73fbca75.html
10.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,Glasgow,O2 ABC,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/o2-abc-glasgow-scotland-63c72e77.html
11.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,Glasgow,O2 ABC,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/o2-abc-glasgow-scotland-5bc72be8.html
12.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,Sheffield,The Leadmill,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/the-leadmill-sheffield-england-1bc72148.html
14.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,Manchester,Ritz,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/hmv-ritz-manchester-england-3bc71888.html
15.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,Bristol,Anson Rooms,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/anson-rooms-bristol-england-2bc710ca.html
17.10.2013,,The Bones of What You Believe,,UK TOUR Autumn 2013 - Announced 16.7.2013,,,UK,London,Sheperd's Bush Empire,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/o2-shepherds-bush-empire-london-england-7bc70a78.html
19.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,,,France,Paris,La Maroquinerie,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/la-maroquinerie-paris-france-1bc77d54.html
20.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Belgium,Brussels,Ancienne Belgique,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/ancienne-belgique-brussels-belgium-13c765b1.html
22.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,,,Netherlands,Amsterdam,Melkweg,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/melkweg-oude-zaal-amsterdam-netherlands-23c770f7.html
23.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Germany,Cologne,Gloria Theater,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/gloria-theater-cologne-germany-33c75839.html
25.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Germany,Munich,Strom,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/strom-munich-germany-73c756d5.html
26.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Germany,Berlin,Postbahnhof,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/postbahnhof-berlin-germany-bc76182.html
28.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,,,Germany,Hamburg,Mojo Club,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/mojo-club-hamburg-germany-4bc75ba6.html
29.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Denmark,Copenhagen,Lille Vega,Headline Show,Thumpers
30.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,European Shows Autumn 2013 - Announced 5.6.2013,,Sweden,Stockholm,Debaser Medis,Headline Show,Thumpers,,https://www.setlist.fm/setlist/chvrches/2013/debaser-medis-stockholm-sweden-1bc42960.html
31.10.2013,,The Bones of What You Believe,,European Shows Autumn 2013,,,Norway,Oslo,John Dee,Headline Show
17.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Oakland, CA",Fox Theater,Headline Show,Basecamp,,https://www.setlist.fm/setlist/chvrches/2013/fox-theater-oakland-ca-63c4f6e7.html
18.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Los Angeles, CA",Wiltern Theatre,Headline Show,Basecamp,,https://www.setlist.fm/setlist/chvrches/2013/wiltern-theatre-los-angeles-ca-bc4ed4e.html
19.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"San Diego, CA",House of Blues,Headline Show,Basecamp,,https://www.setlist.fm/setlist/chvrches/2013/house-of-blues-san-diego-ca-53c4dfd5.html
20.11.2013,,The Bones of What You Believe,,Jimmy Kimmel live 2013,,,USA,"Los Angeles, CA",Jimmy Kimmel live,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/jimmy-kimmel-live-los-angeles-ca-6bc4da72.html
22.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Austin, TX",Stubb's Bar-B-Q,Headline Show,Basecamp,,https://www.setlist.fm/setlist/chvrches/2013/stubbs-bar-b-q-austin-tx-1bc4d5bc.html
23.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Dallas, TX",South Side Ballroom,Headline Show,Basecamp,,https://www.setlist.fm/setlist/chvrches/2013/south-side-ballroom-dallas-tx-2bc4d0da.html
24.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Houston, TX",House of Blues,Headline Show,Basecamp
26.11.2013,Early,The Bones of What You Believe,,Criminal Records Stage 2013,,,USA,"Atlanta, GA",Criminal Records,Promo,,,https://www.setlist.fm/setlist/chvrches/2013/criminal-records-atlanta-ga-6be9424a.html
26.11.2013,Late,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Atlanta, GA",Variety Playhouse,Headline Show,Wet,,https://www.setlist.fm/setlist/chvrches/2013/variety-playhouse-atlanta-ga-bc43d7e.html
27.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Norfolk, VA",the NorVa,Headline Show,Wet,,https://www.setlist.fm/setlist/chvrches/2013/the-norva-norfolk-va-5bc43b54.html
29.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Richmond, VA",The National,Headline Show,Wet,,https://www.setlist.fm/setlist/chvrches/2013/the-national-richmond-va-1bc42d7c.html
30.11.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Asheville, NC",The Orange Peel,Headline Show,Wet,,https://www.setlist.fm/setlist/chvrches/2013/the-orange-peel-asheville-nc-43c427eb.html
01.12.2013,,The Bones of What You Believe,,US Tour Winter 2013,,,USA,"Nashville, TN",Exit/in,Headline Show,Wet,,https://www.setlist.fm/setlist/chvrches/2013/exitin-nashville-tn-2bc424e2.html
03.12.2013,,The Bones of What You Believe,,KNDD 107.7 Deck the Hall Ball - Announced 18.10.2013,,,USA,"Seattle, WA ",KNDD 107.7 Deck the Hall Ball,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/keyarena-seattle-wa-2bc41862.html
05.12.2013,,The Bones of What You Believe,,Live 105 Not So Silent Night 2013,,,USA,"San Francisco, CA",Mezzanine,Radio / TV
06.12.2013,,The Bones of What You Believe,,91X Holiday Bonus Show 2013,,,USA,"San Diego, CA",Valley View Casino Center,Radio / TV
09.12.2013,Late,The Bones of What You Believe,,iHeartRadio Theater 2013,,,USA,"New York, NY",iHeartRadio Theater,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/iheartradio-theater-new-york-ny-3bc40088.html
09.12.2013,Early,The Bones of What You Believe,,The Late Show with David Letterman,,,USA,"New York, NY",The Late Show,Radio / TV
10.12.2013,,The Bones of What You Believe,,McKittrick Hotel 2013,Private concert hosted by SiriusXM.,,USA,"New York, NY",McKittrick Hotel,Promo,,,https://www.setlist.fm/setlist/chvrches/2013/mckittrick-hotel-new-york-ny-73c47255.html
12.12.2013,,The Bones of What You Believe,,XFM Winter Wonderland 2013,,,UK,London,Brixton Academy,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/o2-academy-brixton-london-england-4bc47b86.html
15.12.2013,,The Bones of What You Believe,,BBC Radio 1's Live Lounge Chrismas 2013,,,UK,London,BBC Radio 1 Studios,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2013/bbc-radio-1s-live-lounge-london-england-4bc45bb6.html
21.12.2013,,The Bones of What You Believe,,Chrismas Charity Gig Glasgow 2013,,,UK,Glasgow,SWG3,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/swg3-glasgow-scotland-43c45f6f.html
31.12.2013,,The Bones of What You Believe,,Hogmanay 2013,,,UK,Edinburgh,Princess Street Gardens,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2013/princes-street-gardens-edinburgh-scotland-bc4418a.html
25.01.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Singapore,Singapore,The Meadow,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/the-meadow-singapore-singapore-5bc5e7a0.html
27.01.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,New Zealand,Auckland,Silo Park,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/silo-park-auckland-new-zealand-bc5d91a.html
29.01.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Melbourne,Forum Theatre,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/forum-theatre-melbourne-australia-1bc5d1e4.html
31.01.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Brisbane,"Alexandria Street, Fortitude Valley",Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/alexandria-street-fortitude-valley-brisbane-australia-53c5c3b5.html
01.02.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Melbourne,Footscray Community Arts Center,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/footscray-community-arts-centre-melbourne-australia-73c5c655.html
02.02.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Sydney,College of the Arts,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/sydney-college-of-the-arts-sydney-australia-5bc53fb0.html
04.02.2014,,The Bones of What You Believe,chvrches-metro-theatre-sydney-2014-02-04,Laneway Festival & Sideshows 2014,,,Australia,Sydney,Metro Theatre,Headline Show,Elizabeth Rose,,https://www.setlist.fm/setlist/chvrches/2014/metro-theatre-sydney-australia-3c535cf.html
07.02.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Adelaide,Harts Mill,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/harts-mill-adelaide-australia-43c52703.html
08.02.2014,,The Bones of What You Believe,,Laneway Festival & Sideshows 2014,,,Australia,Fremantle,Esplanada Reserve,Festival Set
12.02.2014,,The Bones of What You Believe,,Japan 2014,,,Japan,"Tokyo, Chiba",Liquidroom,Headline Show,Errors,,https://www.setlist.fm/setlist/chvrches/2014/liquidroom-tokyo-japan-5bc50f60.html
13.02.2014,,The Bones of What You Believe,,Japan 2014,,,Japan,Osaka,BigCat,Headline Show,Errors
15.02.2014,,The Bones of What You Believe,,Japan 2014,,,Japan,Tokyo ,Hostess Club Weekender,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/studio-coast-tokyo-japan-33c57871.html
17.02.2014,,The Bones of What You Believe,,NME Awards 2014,,,UK,London,Scala,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/scala-london-england-5bc57360.html
18.02.2014,,The Bones of What You Believe,,Mercury Price 2014,,,UK,London,The Hospital Club,Co-Headline,,"Angel Haze, Metronomy"
23.02.2014,,The Bones of What You Believe,,The Review Show 2014,,,UK,Glasgow,Pacific Quay,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2014/the-review-show-glasgow-scotland-43896f67.html
05.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Ireland,Dublin,Olympia Theatre,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/olympia-theatre-dublin-ireland-3c28dc3.html
07.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Newcastle,O2 Academy,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/o2-academy-newcastle-newcastle-upon-tyne-england-63c28617.html
08.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Glasgow,Barrowland,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/barrowland-glasgow-scotland-1bc2f960.html
09.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Leeds,Metropolitan University ,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/leeds-metropolitan-university-leeds-england-13c2f5fd.html
10.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Birmingham,The Institute ,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/the-institute-birmingham-england-6bc2f20a.html
11.03.2014,,The Bones of What You Believe,,BBC Radio 1's Live Lounge 2014,,,UK,London,BBC Radio 1 Studios,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2014/bbc-radio-1s-live-lounge-london-england-63c2d673.html
12.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Cambridge,Cambridge Junction,Headline Show,The So So Glos,,https://www.setlist.fm/setlist/chvrches/2014/cambridge-junction-cambridge-england-bc2dda6.html
13.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,Cardiff,Solus,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/solus-cardiff-wales-73c2daa9.html
14.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,London,The Forum,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-forum-london-england-6bc2d286.html
15.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,UK,London,The Forum,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-forum-london-england-1bc2c96c.html
16.03.2014,,The Bones of What You Believe,,BBC Radio Scotland Sessions 2014,,,UK,Glasgow,BBC Radio Scotland Studios,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2014/bbc-radio-scotland-studios-glasgow-scotland-b89053a.html
17.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,France,Paris,Le Trianon,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/le-trianon-paris-france-3bc23ca0.html
18.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Belgium,Borgerhout,Grote Zaal at Trix,Headline Show,Soak
19.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Netherlands,Amsterdam,Paradiso,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/paradiso-grote-zaal-amsterdam-netherlands-4bc233aa.html
21.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Germany,Frankfurt,Batschkap,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/batschkapp-frankfurt-germany-43c22727.html
22.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Switzerland,Zurich,Komplex Klub,Headline Show,Soak
24.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Germany,Munich,Muffathalle,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/muffathalle-munich-germany-43c20f67.html
25.03.2014,,The Bones of What You Believe,,UK/Europe March 2014,,,Germany,Berlin,Columbiahalle,Headline Show,Soak,,https://www.setlist.fm/setlist/chvrches/2014/columbiahalle-berlin-germany-3bc20840.html
02.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"New York, NY",Big Morning Buzz Live,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2014/big-morning-buzz-live-new-york-ny-5b896f5c.html
10.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Portland, OR ",Crystal Ballroom,Headline Show,Summer Cannibals,,https://www.setlist.fm/setlist/chvrches/2014/crystal-ballroom-portland-or-33fe2841.html
12.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,Empire Polo Club,,USA,"Indio, CA",Coachella Festival 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/empire-polo-club-indio-ca-7bc39238.html
14.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Pomona, CA",Glass House,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-glass-house-pomona-ca-23c3808f.html
15.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Ventura, CA",The Majestic Ventura Theater,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-majestic-ventura-theater-ventura-ca-23c3f843.html
16.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Reno, NV",Grand Sierra Theater,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/grand-sierra-theatre-reno-nv-43f6e30f.html
19.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,Empire Polo Club,,USA,"Indio, CA",Coachella Festival 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/empire-polo-club-indio-ca-3c3e59f.html
20.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Tempe, AZ",Uranus Recording ,Promo,,,https://www.setlist.fm/setlist/chvrches/2014/uranus-recording-tempe-az-13bf6521.html
21.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Tempe, AZ",Marquee,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/marquee-theatre-tempe-az-4bc3d36a.html
22.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Salt Lake City, UT",The Depot,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/the-depot-salt-lake-city-ut-6bc3ce32.html
24.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Denver, CO",Ogden Theatre,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/ogden-theatre-denver-co-23c33cb7.html
25.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,Arvest Bank Theatre,,USA,"Kansas City, MO",Afentra's Second Chance Prom (96.5 The Buzz). ,Festival Set,"The Architects, Broods, Meg Myers",,https://www.setlist.fm/setlist/chvrches/2014/arvest-bank-theatre-at-the-midland-kansas-city-mo-63c31af7.html
26.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,Toyota Stadium,,USA,"Frisco, TX",KDGE Edgefest 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/toyota-stadium-frisco-tx-43c33f63.html
28.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Raleigh, NC",The Ritz,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-ritz-raleigh-nc-53c32f75.html
29.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,Washington DC,9:30 Club,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/930-club-washington-dc-33c3283d.html
30.04.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,Washington DC,9:30 Club,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/930-club-washington-dc-63c3265b.html
02.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"New York, NY",Terminal 5,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/terminal-5-new-york-ny-bc319a2.html
03.05.2014,Late,The Bones of What You Believe,,The Bones of What You Believe,This show started late with doors at 10pm according to https://www.theaquarian.com/2014/06/25/chvrches-terminal-5/,,USA,"New York, NY",Terminal 5,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/terminal-5-new-york-ny-4bc30fb6.html
03.05.2014,Early,The Bones of What You Believe,,The Bones of What You Believe,The Piazza at Schmidt's,,USA,"Philadelphia, PA",Radio 104.5 Summer Block Party,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/the-piazza-at-schmidts-philadelphia-pa-4bc3171e.html
04.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"New York, NY",Terminal 5,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/terminal-5-new-york-ny-3bc308bc.html
12.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,Washington DC,Tiny Desk Concerts,Radio / TV,,,https://www.setlist.fm/setlist/chvrches/2014/tiny-desk-concerts-washington-dc-4b896f3a.html
25.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,Glasgow Green,,UK,Glasgow,Radio 1's Big Weekend 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/glasgow-green-glasgow-scotland-13c08171.html
29.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,Parc del Forum,,Spain,Barcelona,Primavera Sound 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/parc-del-forum-barcelona-spain-73c0e6e5.html
31.05.2014,,The Bones of What You Believe,,The Bones of What You Believe,Eleanor Tinsley Park,,USA,"Houston, TX",Free Press Summer Fest 2014
01.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Tulsa, OK",Cain's Ballroom,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/cains-ballroom-tulsa-ok-33c02cf5.html
02.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"St. Louis, MO",The Pageant,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/the-pageant-st-louis-mo-3bc03850.html
04.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Minneapolis, MN",First Avenue,Headline Show,,,https://www.setlist.fm/setlist/chvrches/2014/first-avenue-minneapolis-mn-7bc032ac.html
04.06.2014,Early,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Minneapolis, MN",Electric Fetus,Promo,,,https://www.setlist.fm/setlist/chvrches/2014/electric-fetus-minneapolis-mn-6bf512aa.html
07.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Royal Oak, MI",Royal Oak Music Theater,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/royal-oak-music-theatre-royal-oak-mi-3bc0141c.html
08.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,Historic Fort York,,Canada,"Toronto, Ontario",Field Trip Festival,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/historic-fort-york-toronto-on-canada-4bc0170a.html
10.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Columbus, OH ",Lifestyle Communities Pavilion,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/lifestyle-communities-pavilion-columbus-oh-13c00ded.html
11.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,,,USA,"Pittsburgh , PA",Stage AE,Headline Show,The Range,,https://www.setlist.fm/setlist/chvrches/2014/stage-ae-pittsburgh-pa-43c003e7.html
13.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,Great Stage Park,,USA,"Manchester, TN",Bonnaroo 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/great-stage-park-manchester-tn-53c00355.html
15.06.2014,,The Bones of What You Believe,,The Bones of What You Believe,McCarren Park,,USA,"Brooklyn, NY",Northside 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/mccarren-park-brooklyn-ny-53c06fb9.html
20.06.2014,,The Bones of What You Believe,hurricane-festival-2014-06,The Bones of What You Believe,Eichenring,,Germany,Scheeßel,Hurricane Festival 2014,Festival Set,,,https://www.setlist.fm/setlist/chvrches/2014/eichenring-scheessel-germany-4bc04b02.html
