Name,Release Group,Release Date,Era,Event,Type,Medium,Top Title,Era Main Release,Description,SoundCloud,Wikipedia,Discogs,Musicbrainz,Spotify,Apple Music
Blue Sky Archives EP,,12.04.2010,Blue Sky Archives EP,,EP,"Digital, CD",,,,https://soundcloud.com/blueskyarchives/sets/eps,,https://www.discogs.com/master/2816777-Blue-Sky-Archives-Blue-Sky-Archives-E-P
Plural,,07.03.2011,Plural,,EP,"Digital, CD",,,,https://soundcloud.com/blueskyarchives/sets/eps,,https://www.discogs.com/master/1828980-Blue-Sky-Archives-Plural
Triple A-Side,,27.02.2012,Triple A-Side,,EP,"Digital, CD",,,,https://soundcloud.com/blueskyarchives/sets/triple-a-side,,https://www.discogs.com/master/2816789-Blue-Sky-Archives-Triple-A-Side
The Mother We Share,The Mother We Share,05.11.2012,The Bones of What You Believe,,Single,"Digital, Vinyl",Top,Main,,,,https://www.discogs.com/master/487106-Chvrches-The-Mother-We-Share?redirected=true,https://musicbrainz.org/release-group/af53da97-b6c1-44e3-99f7-67a24621c191
Recover EP,Recover,25.03.2013,The Bones of What You Believe,,EP,"Digital, Vinyl",Top,Main,,https://soundcloud.com/chvrches/sets/recover-ep-2,https://en.wikipedia.org/wiki/Recover_EP,https://www.discogs.com/master/546965-Chvrches-Recover-EP?redirected=true,https://musicbrainz.org/release-group/ba381f4a-85fd-417e-ab08-1a13997a2fb3,https://open.spotify.com/album/2J5OX3HS6K9nmSPPiI6zTt,https://music.apple.com/de/album/recover-ep/1444579097?l=en-GB
We Sink,We Sink,28.03.2014,The Bones of What You Believe,,EP,Digital,,Main,,https://soundcloud.com/chvrches/sets/we-sink-3,,https://www.discogs.com/master/687825-Chvrches-We-Sink?redirected=true,https://musicbrainz.org/release-group/1277611e-995c-4cc5-a56c-ed8520c473b4,https://open.spotify.com/album/5EdVLuxCYS4rTz4OIQ5Rme,https://music.apple.com/at/album/we-sink-ep/1444578652
Killing In The Name Of,,22.05.2013,Triple A-Side,,Single,Digital,,,Cover of the Rage Against The Machine song,https://soundcloud.com/thoseforgottensecrets/killing-in-the-name-of-ratm,,https://www.discogs.com/release/5325712-Blue-Sky-Archives-Killing-In-The-Name
EP,,10.07.2013,The Bones of What You Believe,,EP,CD,,Main,,,,https://www.discogs.com/master/576960-Chvrches-EP?redirected=true,https://musicbrainz.org/release-group/c7dd63bd-d1e5-4370-b0b9-2b7cda479b03
Gun,,15.07.2013,The Bones of What You Believe,,EP,Digital,Top,,,,,https://www.discogs.com/master/575323-Chvrches-Gun?redirected=true,https://musicbrainz.org/release-group/cc372243-fdc7-4985-8443-439131979312,https://open.spotify.com/album/72dqxSex2nikXHhT9rdXrH
The Bones of What You Believe,The Bones of What You Believe,20.09.2013,The Bones of What You Believe,,Album,"Digital, CD, Vinyl",Top,Main,,https://soundcloud.com/chvrches/sets/the-bones-of-what-you-2,https://en.wikipedia.org/wiki/The_Bones_of_What_You_Believe,https://www.discogs.com/master/599191-Chvrches-The-Bones-Of-What-You-Believe?redirected=true,https://musicbrainz.org/release-group/b2cbaa83-cb77-4961-8ca3-816b24e5204f,https://open.spotify.com/album/4mJDS3LoUwlQoHwWPA51mP,https://music.apple.com/de/album/the-bones-of-what-you-believe/1445317000?l=en-GB
